1 103 111   108 104 99  97  118 106 57  89
2 118 121   123 116 116 105 152 180 76  110
3 125 97    120 96  101 111 145 169 100 126
4 110 110   135 99  129 101 148 187 123 119
5 109 107   129 111 99  111 144 204 116 112
6 126 142   142 140 137 125 197 263 182 161

